	Date	PX_LAST	PX_VOLUME	Valuation
ZGNX US Equity	3/31/11	40	861239	34449560
ZGNX US Equity	12/31/10	45.36	862758	39134702.88
INFN US Equity	9/29/17	8.87	110159866	977118011.4
INFN US Equity	6/30/17	10.67	123503534	1317782708
INFN US Equity	3/31/17	10.23	136199247	1393318297
INFN US Equity	12/30/16	8.49	119373764	1013483256
INFN US Equity	9/30/16	9.03	186583341	1684847569
INFN US Equity	6/30/16	11.28	179553386	2025362194
INFN US Equity	3/31/16	16.06	140767438	2260725054
INFN US Equity	12/31/15	18.12	133448538	2418087509
INFN US Equity	9/30/15	19.56	113562979	2221291869
INFN US Equity	6/30/15	20.98	110510209	2318504185
INFN US Equity	3/31/15	19.67	105812785	2081337481
INFN US Equity	12/31/14	14.72	147575638	2172313391
INFN US Equity	9/30/14	10.67	118502840	1264425303
INFN US Equity	6/30/14	9.2	98666647	907733152.4
INFN US Equity	3/31/14	9.08	122858632	1115556379
INFN US Equity	12/31/13	9.78	89613562	876420636.4
INFN US Equity	9/30/13	11.32	88457104	1001334417
INFN US Equity	6/28/13	10.67	118900244	1268665603
INFN US Equity	3/28/13	7	61624976	431374832
INFN US Equity	12/31/12	5.8099	48723097	283076321.3
INFN US Equity	9/28/12	5.48	44435323	243505570
INFN US Equity	6/29/12	6.84	56741664	388112981.8
INFN US Equity	3/30/12	8.12	58007975	471024757
INFN US Equity	12/30/11	6.28	68550421	430496643.9
INFN US Equity	9/30/11	7.72	98065272	757063899.8
INFN US Equity	6/30/11	6.91	68583373	473911107.4
INFN US Equity	3/31/11	8.39	109023949	914710932.1
INFN US Equity	12/31/10	10.33	119531044	1234755685
INFN US Equity	9/30/10	11.67	90351146	1054397874
INFN US Equity	6/30/10	6.43	60992561	392182167.2
INFN US Equity	3/31/10	8.52	41974915	357626275.8
INFN US Equity	12/31/09	8.87	39531671	350645921.8
INFN US Equity	9/30/09	7.95	42018302	334045500.9
INFN US Equity	6/30/09	9.13	42784191	390619663.8
INFN US Equity	3/31/09	7.4	39951292	295639560.8
INFN US Equity	12/31/08	8.96	47074964	421791677.4
INFN US Equity	9/30/08	9.56	67370765	644064513.4
INFN US Equity	6/30/08	8.82	72227227	637044142.1
INFN US Equity	3/31/08	12	51542931	618515172
INFN US Equity	12/31/07	14.84	43784375	649760125
INFN US Equity	9/28/07	20.15	19383758	390582723.7
INFN US Equity	6/29/07	24.92	27174941	677199529.7
EXTR US Equity	9/29/17	11.89	93668551	1113719071
EXTR US Equity	6/30/17	9.22	109462636	1009245504
EXTR US Equity	3/31/17	7.51	88936470	667912889.7
EXTR US Equity	12/30/16	5.03	41425802	208371784.1
EXTR US Equity	9/30/16	4.49	32559499	146192150.5
EXTR US Equity	6/30/16	3.39	38060047	129023559.3
EXTR US Equity	3/31/16	3.11	60253896	187389616.6
EXTR US Equity	12/31/15	4.08	60472951	246729640.1
EXTR US Equity	9/30/15	3.36	65068779	218631097.4
EXTR US Equity	6/30/15	2.69	79788297	214630518.9
EXTR US Equity	3/31/15	3.16	63446515	200490987.4
EXTR US Equity	12/31/14	3.53	93904297	331482168.4
EXTR US Equity	9/30/14	4.79	111646289	534785724.3
EXTR US Equity	6/30/14	4.44	121472913	539339733.7
EXTR US Equity	3/31/14	5.8	111152432	644684105.6
EXTR US Equity	12/31/13	6.98	99083903	691605642.9
EXTR US Equity	9/30/13	5.22	89062065	464903979.3
EXTR US Equity	6/28/13	3.44	42461516	146067615
EXTR US Equity	3/28/13	3.37	25793754	86924950.98
EXTR US Equity	12/31/12	3.64	25182298	91663564.72
EXTR US Equity	9/28/12	3.35	31562574	105734622.9
EXTR US Equity	6/29/12	3.44	54199352	186445770.9
EXTR US Equity	3/30/12	3.83	52735449	201976769.7
EXTR US Equity	12/30/11	2.92	25322320	73941174.4
EXTR US Equity	9/30/11	2.65	31702921	84012740.65
EXTR US Equity	6/30/11	3.24	38905218	126052906.3
EXTR US Equity	3/31/11	3.5	36688948	128411318
EXTR US Equity	12/31/10	3.09	25107523	77582246.07
EXTR US Equity	9/30/10	3.11	29854842	92848558.62
EXTR US Equity	6/30/10	2.7	39217813	105888095.1
EXTR US Equity	3/31/10	3.07	32988699	101275305.9
EXTR US Equity	12/31/09	2.87	32005680	91856301.6
EXTR US Equity	9/30/09	2.8	25392837	71099943.6
EXTR US Equity	6/30/09	2	26667831	53335662
EXTR US Equity	3/31/09	1.52	18643079	28337480.08
EXTR US Equity	12/31/08	2.34	40303262	94309633.08
EXTR US Equity	9/30/08	3.37	81089798	273272619.3
EXTR US Equity	6/30/08	2.84	71959216	204364173.4
EXTR US Equity	3/31/08	3.1	56953131	176554706.1
EXTR US Equity	12/31/07	3.54	62192035	220159803.9
EXTR US Equity	9/28/07	3.84	87513544	336052009
EXTR US Equity	6/29/07	4.05	70558572	285762216.6
EXTR US Equity	3/30/07	4.23	108347976	458311938.5
EXTR US Equity	12/29/06	4.19	77863625	326248588.8
EXTR US Equity	9/29/06	3.63	80244943	291289143.1
EXTR US Equity	6/30/06	4.16	144148806	599659033
EXTR US Equity	3/31/06	5.02	199700054	1002494271
EXTR US Equity	12/30/05	4.75	90675855	430710311.3
EXTR US Equity	9/30/05	4.45	126315888	562105701.6
EXTR US Equity	6/30/05	4.07	127719552	519818576.6
EXTR US Equity	3/31/05	5.89	109265200	643572028
EXTR US Equity	12/31/04	6.55	142028578	930287185.9
EXTR US Equity	9/30/04	4.45	118282646	526357774.7
EXTR US Equity	6/30/04	5.52	191974951	1059701730
EXTR US Equity	3/31/04	7.21	267725017	1930297373
EXTR US Equity	12/31/03	7.21	303907565	2191173544
EXTR US Equity	9/30/03	6.32	301243300	1903857656
EXTR US Equity	6/30/03	5.2653	262702174	1383205757
EXTR US Equity	3/31/03	4.33	180778270	782769909.1
EXTR US Equity	12/31/02	3.27	260722181	852561531.9
EXTR US Equity	9/30/02	4.21	253603021	1067668718
EXTR US Equity	6/28/02	10.09	255827500	2581299475
EXTR US Equity	3/28/02	10.4	288870600	3004254240
EXTR US Equity	12/31/01	12.9	494928300	6384575070
EXTR US Equity	9/28/01	6.91	294499500	2034991545
EXTR US Equity	6/29/01	29.5	378077800	11153295100
EXTR US Equity	3/30/01	15.21	412095000	6267964950
EXTR US Equity	12/29/00	39.125	416740800	16304983800
EXTR US Equity	9/29/00	114.5	255290800	29230796600
EXTR US Equity	6/30/00	52.75	194099800	10238764450
EXTR US Equity	3/31/00	39.5	195977800	7741123100
EXTR US Equity	12/31/99	41.75	210296200	8779866350
EXTR US Equity	9/30/99	31.6563	91033600	2881786952
EXTR US Equity	6/30/99	29.0313	66975200	1944377124
MYOK US Equity	9/29/17	42.85	42894385	1838024397
MYOK US Equity	6/30/17	13.1	8430947	110445405.7
MYOK US Equity	3/31/17	13.15	6545464	86072851.6
MYOK US Equity	12/30/16	12.95	7874175	101970566.3
MYOK US Equity	9/30/16	16.34	8290474	135466345.2
MYOK US Equity	6/30/16	12.4	4044028	50145947.2
MYOK US Equity	3/31/16	10.71	4427545	47419006.95
MYOK US Equity	12/31/15	14.66	6422201	94149466.66
GPRO US Equity	9/29/17	11.01	337003423	3710407687
GPRO US Equity	6/30/17	8.13	160526697	1305082047
GPRO US Equity	3/31/17	8.7	252182669	2193989220
GPRO US Equity	12/30/16	8.71	347788231	3029235492
GPRO US Equity	9/30/16	16.68	533498254	8898750877
GPRO US Equity	6/30/16	10.81	428418778	4631206990
GPRO US Equity	3/31/16	11.96	504487008	6033664616
GPRO US Equity	12/31/15	18.01	557970090	10049041321
GPRO US Equity	9/30/15	31.22	595855498	18602608648
GPRO US Equity	6/30/15	52.72	362276025	19099192038
GPRO US Equity	3/31/15	43.41	425661868	18477981690
GPRO US Equity	12/31/14	63.22	576305682	36434045216
GPRO US Equity	9/30/14	93.7	578964275	54248952568
GPRO US Equity	6/30/14	40.55	116493162	4723797719
FPRX US Equity	9/29/17	40.91	16918165	692122130.2
FPRX US Equity	6/30/17	30.11	21384236	643879346
FPRX US Equity	3/31/17	36.15	26860077	970991783.6
FPRX US Equity	12/30/16	50.11	24333060	1219329637
FPRX US Equity	9/30/16	52.49	29057519	1525229172
FPRX US Equity	6/30/16	41.35	38708221	1600584938
FPRX US Equity	3/31/16	40.63	31147002	1265502691
FPRX US Equity	12/31/15	41.5	43201779	1792873829
FPRX US Equity	9/30/15	15.39	24215429	372675452.3
FPRX US Equity	6/30/15	24.84	19638353	487816688.5
FPRX US Equity	3/31/15	22.85	20850247	476428144
FPRX US Equity	12/31/14	27	11633055	314092485
FPRX US Equity	9/30/14	11.73	8596597	100838082.8
FPRX US Equity	6/30/14	15.55	11154884	173458446.2
FPRX US Equity	3/31/14	19.66	9972494	196059232
FPRX US Equity	12/31/13	16.79	4821763	80957400.77
FPRX US Equity	9/30/13	13.1	5488307	71896821.7
SJW US Equity	9/29/17	56.6	4037251	228508406.6
SJW US Equity	6/30/17	49.18	4019203	197664403.5
SJW US Equity	3/31/17	48.22	4332069	208892367.2
SJW US Equity	12/30/16	55.98	6312266	353360650.7
SJW US Equity	9/30/16	43.68	4856352	212125455.4
SJW US Equity	6/30/16	39.38	5446247	214473206.9
SJW US Equity	3/31/16	36.35	6334703	230266454.1
SJW US Equity	12/31/15	29.65	2765125	81985956.25
SJW US Equity	9/30/15	30.75	3505547	107795570.3
SJW US Equity	6/30/15	30.69	3641013	111742689
SJW US Equity	3/31/15	30.91	4315109	133380019.2
SJW US Equity	12/31/14	32.12	3503300	112525996
SJW US Equity	9/30/14	26.87	2579189	69302808.43
SJW US Equity	6/30/14	27.2	3074277	83620334.4
SJW US Equity	3/31/14	29.56	2482386	73379330.16
SJW US Equity	12/31/13	29.79	2186122	65124574.38
SJW US Equity	9/30/13	28.02	1936434	54258880.68
SJW US Equity	6/28/13	26.2	3155962	82686204.4
SJW US Equity	3/28/13	26.5	1928593	51107714.5
SJW US Equity	12/31/12	26.6	1400512	37253619.2
SJW US Equity	9/28/12	25.36	1213549	30775602.64
SJW US Equity	6/29/12	24.01	2006599	48178441.99
SJW US Equity	3/30/12	24.12	1621740	39116368.8
SJW US Equity	12/30/11	23.64	2441305	57712450.2
SJW US Equity	9/30/11	21.77	2826516	61533253.32
SJW US Equity	6/30/11	24.24	2306092	55899670.08
SJW US Equity	3/31/11	23.15	1914693	44325142.95
SJW US Equity	12/31/10	26.47	2299528	60868506.16
SJW US Equity	9/30/10	24.63	2797492	68902227.96
SJW US Equity	6/30/10	23.44	2086964	48918436.16
SJW US Equity	3/31/10	25.42	1676346	42612715.32
SJW US Equity	12/31/09	22.57	2380192	53720933.44
SJW US Equity	9/30/09	22.85	2393235	54685419.75
SJW US Equity	6/30/09	22.7	4710056	106918271.2
SJW US Equity	3/31/09	25.43	4946019	125777263.2
SJW US Equity	12/31/08	29.94	6219868	186222847.9
SJW US Equity	9/30/08	29.97	6826744	204597517.7
SJW US Equity	6/30/08	26.4	7150933	188784631.2
SJW US Equity	3/31/08	28.59	11401353	325964682.3
SJW US Equity	12/31/07	34.67	5103838	176950063.5
SJW US Equity	9/28/07	34.14	6713900	229212546
SJW US Equity	6/29/07	33.3	7734010	257542533
SJW US Equity	3/30/07	40.48	4782527	193596693
SJW US Equity	12/29/06	38.76	3733800	144722088
SJW US Equity	9/29/06	29.91	2730200	81660282
SJW US Equity	6/30/06	25.45	2260000	57517000
SJW US Equity	3/31/06	26.85	1390200	37326870
SJW US Equity	12/30/05	22.75	884400	20120100
SJW US Equity	9/30/05	24.14	1685000	40675900
SJW US Equity	6/30/05	23.505	1674200	39352071
SJW US Equity	3/31/05	17.565	1196600	21018279
SJW US Equity	12/31/04	18.2	819600	14916720
SJW US Equity	9/30/04	16.51	717600	11847576
SJW US Equity	6/30/04	17	1248600	21226200
SJW US Equity	3/31/04	17.33	1405000	24348650
SJW US Equity	12/31/03	14.875	738600	10986675
SJW US Equity	9/30/03	14.0833	1075200	15142364.16
SJW US Equity	6/30/03	14.2083	837000	11892347.1
SJW US Equity	3/31/03	12.75	661200	8430300
SJW US Equity	12/31/02	13.0083	671400	8733772.62
SJW US Equity	9/30/02	13	657000	8541000
SJW US Equity	6/28/02	13.5	997200	13462200
SJW US Equity	3/28/02	13.5333	1065600	14421084.48
SJW US Equity	12/31/01	14.215	1018800	14482242
SJW US Equity	9/28/01	13.65	943800	12882870
SJW US Equity	6/29/01	14.25	1105200	15749100
SJW US Equity	3/30/01	13.2917	2715600	36094940.52
SJW US Equity	12/29/00	17	1125000	19125000
SJW US Equity	9/29/00	19.7917	1193400	23619414.78
SJW US Equity	6/30/00	19.8099	649800	12872473.02
SJW US Equity	3/31/00	19.5	969000	18895500
SJW US Equity	12/31/99	20.0417	1904400	38167413.48
SJW US Equity	9/30/99	15.0625	964200	14523262.5
SJW US Equity	6/30/99	13.2708	887400	11776507.92
SJW US Equity	3/31/99	10.7917	1326000	14309794.2
SJW US Equity	12/31/98	9.7917	586800	5745769.56
SJW US Equity	9/30/98	9.625	386400	3719100
SJW US Equity	6/30/98	9.8333	973800	9575667.54
SJW US Equity	3/31/98	11.7292	465600	5461115.52
SJW US Equity	12/31/97	10.0833	285600	2879790.48
SJW US Equity	9/30/97	9.3542	417600	3906313.92
SJW US Equity	6/30/97	8.75	516000	4515000
SJW US Equity	3/31/97	8.2917	515400	4273542.18
SJW US Equity	12/31/96	7.8125	434400	3393750
SJW US Equity	9/30/96	6.5	891600	5795400
SJW US Equity	6/28/96	5.5417	859800	4764753.66
SJW US Equity	3/29/96	6.5208	379800	2476599.84
SJW US Equity	12/29/95	6.2917	438000	2755764.6
SJW US Equity	9/29/95	6.2083	251400	1560766.62
SJW US Equity	6/30/95	5.9792	293400	1754297.28
SJW US Equity	3/31/95	5.3958	410400	2214436.32
SJW US Equity	12/30/94	5.375	297000	1596375
SJW US Equity	9/30/94	6	232200	1393200
SJW US Equity	6/30/94	5.9792	219000	1309444.8
SJW US Equity	3/31/94	6.4167	412800	2648813.76
SJW US Equity	12/31/93	6.6458	268800	1786391.04
SJW US Equity	9/30/93	6.3125	196800	1242300
SJW US Equity	6/30/93	6.3333	216000	1367992.8
SJW US Equity	3/31/93	6.5	250800	1630200
SJW US Equity	12/31/92	5.9167	377400	2232962.58
SJW US Equity	9/30/92	5.875	208200	1223175
SJW US Equity	6/30/92	5.4167	256800	1391008.56
SJW US Equity	3/31/92	5.3542	378600	2027100.12
SJW US Equity	12/31/91	4.8333	286800	1386190.44
SJW US Equity	9/30/91	5	237000	1185000
SJW US Equity	6/28/91	4.6667	232800	1086407.76
SJW US Equity	3/28/91	4.7917	314400	1506510.48
SJW US Equity	12/31/90	4.3333	217200	941192.76
SJW US Equity	9/28/90	4.2917	188400	808556.28
SJW US Equity	6/29/90	3.9792	332400	1322686.08
SJW US Equity	3/30/90	4.1875	406200	1700962.5
SJW US Equity	12/29/89	4.5417	282000	1280759.4
SJW US Equity	9/29/89	4.5	238800	1074600
SJW US Equity	6/30/89	4.3958	301200	1324014.96
SJW US Equity	3/31/89	4.5625	331800	1513837.5
SJW US Equity	12/30/88	4.8958	166800	816619.44
SJW US Equity	9/30/88	5.0417	227400	1146482.58
SJW US Equity	6/30/88	4.9583	150000	743745
SJW US Equity	3/31/88	4.9375	225000	1110937.5
SJW US Equity	12/31/87	4.7917	406200	1946388.54
SJW US Equity	9/30/87	5.7292	343800	1969698.96
SJW US Equity	6/30/87	6.125	347400	2127825
SJW US Equity	3/31/87	6.2083	487800	3028408.74
SJW US Equity	12/31/86	5.5208	619200	3418479.36
SJW US Equity	9/30/86	5.8958	304200	1793502.36
SJW US Equity	6/30/86	6.5417	364200	2382487.14
SJW US Equity	3/31/86	5.8958	438600	2585897.88
SJW US Equity	12/31/85	6.5	497400	3233100
SJW US Equity	9/30/85	5.9167	561000	3319268.7
SJW US Equity	6/28/85	5.125	700800	3591600
SJW US Equity	3/29/85	4.6667	648000	3024021.6
SJW US Equity	12/31/84	3.6875	229200	845175
SJW US Equity	9/28/84	3.0417	188400	573056.28
SJW US Equity	6/29/84	2.8646	362400	1038131.04
SJW US Equity	3/30/84	2.7917	181200	505856.04
SJW US Equity	12/30/83	2.5938	186000	482446.8
SJW US Equity	9/30/83	2.7083	164400	445244.52
SJW US Equity	6/30/83	2.7604	357600	987119.04
SJW US Equity	3/31/83	2.5833	256800	663391.44
SJW US Equity	12/31/82	2.125	219600	466650
SJW US Equity	9/30/82	1.9167	260400	499108.68
SJW US Equity	6/30/82	1.9792	175200	346755.84
SJW US Equity	3/31/82	1.7396	198000	344440.8
SJW US Equity	12/31/81	1.8958	254400	482291.52
SJW US Equity	9/30/81	1.7708	393600	696986.88
SJW US Equity	6/30/81	1.8854	402000	757930.8
SJW US Equity	3/31/81	1.7813	273600	487363.68
SJW US Equity	12/31/80	1.6771	292800	491054.88
SJW US Equity	9/30/80	1.875	238800	447750
GIMO US Equity	9/29/17	42.15	45397032	1913484899
GIMO US Equity	6/30/17	39.35	81811151	3219268792
GIMO US Equity	3/31/17	35.55	84224283	2994173261
GIMO US Equity	12/30/16	45.55	53982969	2458924238
GIMO US Equity	9/30/16	54.8	50724579	2779706929
GIMO US Equity	6/30/16	37.39	36553355	1366729943
GIMO US Equity	3/31/16	31.02	28717466	890815795.3
GIMO US Equity	12/31/15	26.57	21510123	571523968.1
GIMO US Equity	9/30/15	20.01	25825766	516773577.7
GIMO US Equity	6/30/15	32.99	30355072	1001413825
GIMO US Equity	3/31/15	21.24	18718417	397579177.1
GIMO US Equity	12/31/14	17.73	23278539	412728496.5
GIMO US Equity	9/30/14	10.47	38544093	403556653.7
GIMO US Equity	6/30/14	19.14	53019412	1014791546
GIMO US Equity	3/31/14	30.39	18609074	565529758.9
GIMO US Equity	12/31/13	28.08	27098739	760932591.1
GIMO US Equity	9/30/13	38.64	15749011	608541785
GIMO US Equity	6/28/13	27.56	22055202	607841367.1
FIVN US Equity	9/29/17	23.9	28761824	687407593.6
FIVN US Equity	6/30/17	21.52	33201969	714506372.9
FIVN US Equity	3/31/17	16.46	31665661	521216780.1
FIVN US Equity	12/30/16	14.19	29258553	415178867.1
FIVN US Equity	9/30/16	15.68	32514923	509833992.6
FIVN US Equity	6/30/16	11.9	34587206	411587751.4
FIVN US Equity	3/31/16	8.89	24973950	222018415.5
FIVN US Equity	12/31/15	8.7	20092191	174802061.7
FIVN US Equity	9/30/15	3.7	15771064	58352936.8
FIVN US Equity	6/30/15	5.23	20673841	108124188.4
FIVN US Equity	3/31/15	5.56	15305710	85099747.6
FIVN US Equity	12/31/14	4.48	9337883	41833715.84
FIVN US Equity	9/30/14	6.54	5772357	37751214.78
FIVN US Equity	6/30/14	7.2	17450444	125643196.8
GBT US Equity	9/29/17	31.05	43823017	1360704678
GBT US Equity	6/30/17	27.35	55826904	1526865824
GBT US Equity	3/31/17	36.85	87311189	3217417315
GBT US Equity	12/30/16	14.45	42363490	612152430.5
GBT US Equity	9/30/16	23.05	25500296	587781822.8
GBT US Equity	6/30/16	16.59	39441928	654341585.5
GBT US Equity	3/31/16	15.86	18665452	296034068.7
GBT US Equity	12/31/15	32.33	19192397	620490195
GBT US Equity	9/30/15	42.16	15749491	663998540.6
OCLR US Equity	9/29/17	8.63	431443772	3723359752
OCLR US Equity	6/30/17	9.34	703849829	6573957403
OCLR US Equity	3/31/17	9.82	598611045	5878360462
OCLR US Equity	12/30/16	8.95	315197747	2821019836
OCLR US Equity	9/30/16	8.55	261694261	2237485932
OCLR US Equity	6/30/16	4.88	163528114	798017196.3
OCLR US Equity	3/31/16	5.4	202419920	1093067568
OCLR US Equity	12/31/15	3.48	90092187	313520810.8
OCLR US Equity	9/30/15	2.3	65828459	151405455.7
OCLR US Equity	6/30/15	2.26	73813392	166818265.9
OCLR US Equity	3/31/15	1.98	42928699	84998824.02
OCLR US Equity	12/31/14	1.78	23641964	42082695.92
OCLR US Equity	9/30/14	1.43	27501816	39327596.88
OCLR US Equity	6/30/14	2.2	67262035	147976477
OCLR US Equity	3/31/14	3.1	62457161	193617199.1
OCLR US Equity	12/31/13	2.49	71864606	178942868.9
OCLR US Equity	9/30/13	1.77	80504355	142492708.4
OCLR US Equity	6/28/13	1.18	72904383	86027171.94
OCLR US Equity	3/28/13	1.26	56059711	70635235.86
OCLR US Equity	12/31/12	1.57	57140233	89710165.81
OCLR US Equity	9/28/12	2.69	38339394	103132969.9
OCLR US Equity	6/29/12	3.04	52063461	158272921.4
OCLR US Equity	3/30/12	3.94	55506381	218695141.1
OCLR US Equity	12/30/11	2.82	68227593	192401812.3
OCLR US Equity	9/30/11	3.64	86768873	315838697.7
OCLR US Equity	6/30/11	6.72	97876832	657732311
OCLR US Equity	3/31/11	11.5	119520498	1374485727
OCLR US Equity	12/31/10	13.15	93162449	1225086204
OCLR US Equity	9/30/10	16.01	43259719	692588101.2
OCLR US Equity	6/30/10	11.09	45654303	506306220.3
OCLR US Equity	3/31/10	13.7	20802073	284988400.1
OCLR US Equity	12/31/09	7.35	14066181	103386430.4
OCLR US Equity	9/30/09	5.5	12751263	70131946.5
OCLR US Equity	6/30/09	3.185	18003733	57341889.61
OCLR US Equity	3/31/09	2.15	6094866	13103961.9
OCLR US Equity	12/31/08	2.25	8016771	18037734.75
OCLR US Equity	9/30/08	5.65	8075029	45623913.85
OCLR US Equity	6/30/08	8.45	7507702	63440081.9
OCLR US Equity	3/31/08	6.85	8453977	57909742.45
OCLR US Equity	12/31/07	11.9	10446952	124318728.8
OCLR US Equity	9/28/07	13.3506	11582450	154632657
OCLR US Equity	6/29/07	11.25	13761692	154819035
OCLR US Equity	3/30/07	11.35	18385330	208673495.5
OCLR US Equity	12/29/06	20.35	12836418	261221106.3
OCLR US Equity	9/29/06	16.1	10302039	165862827.9
OCLR US Equity	6/30/06	16.8	21873438	367473758.4
OCLR US Equity	3/31/06	47.7	26237799	1251543012
OCLR US Equity	12/30/05	28.6	5080875	145313025
OCLR US Equity	9/30/05	24.4	3739432	91242140.8
OCLR US Equity	6/30/05	15.85	2735421	43356422.85
OCLR US Equity	3/31/05	15.95	5719067	91219118.65
OCLR US Equity	12/31/04	24.2	5669385	137199117
OCLR US Equity	9/30/04	32.5	538577	17503752.5
FIT US Equity	9/29/17	6.96	434054220	3021017371
FIT US Equity	6/30/17	5.31	453231495	2406659238
FIT US Equity	3/31/17	5.92	672192961	3979382329
FIT US Equity	12/30/16	7.32	660504351	4834891849
FIT US Equity	9/30/16	14.84	556776298	8262560262
FIT US Equity	6/30/16	12.22	569002957	6953216135
FIT US Equity	3/31/16	15.15	570854542	8648446311
FIT US Equity	12/31/15	29.59	322792600	9551433034
FIT US Equity	9/30/15	37.69	486354410	18330697713
FIT US Equity	6/30/15	38.23	179754155	6872001346
RMBS US Equity	9/29/17	13.35	52780189	704615523.2
RMBS US Equity	6/30/17	11.43	48315917	552250931.3
RMBS US Equity	3/31/17	13.14	39969875	525204157.5
RMBS US Equity	12/30/16	13.77	39556380	544691352.6
RMBS US Equity	9/30/16	12.5	42701918	533773975
RMBS US Equity	6/30/16	12.08	43100146	520649763.7
RMBS US Equity	3/31/16	13.75	59654268	820246185
RMBS US Equity	12/31/15	11.59	89026314	1031814979
RMBS US Equity	9/30/15	11.8	61795028	729181330.4
RMBS US Equity	6/30/15	14.49	46455283	673137050.7
RMBS US Equity	3/31/15	12.575	34625740	435418680.5
RMBS US Equity	12/31/14	11.09	40888886	453457745.7
RMBS US Equity	9/30/14	12.48	41574134	518845192.3
RMBS US Equity	6/30/14	14.3	76681075	1096539373
RMBS US Equity	3/31/14	10.75	61582368	662010456
RMBS US Equity	12/31/13	9.47	65927058	624329239.3
RMBS US Equity	9/30/13	9.4	59514661	559437813.4
RMBS US Equity	6/28/13	8.59	76428685	656522404.2
RMBS US Equity	3/28/13	5.61	38955671	218541314.3
RMBS US Equity	12/31/12	4.87	39414437	191948308.2
RMBS US Equity	9/28/12	5.54	63608264	352389782.6
RMBS US Equity	6/29/12	5.74	76882249	441304109.3
RMBS US Equity	3/30/12	6.45	79189740	510773823
RMBS US Equity	12/30/11	7.55	172572889	1302925312
